Item Type	Filter Code	ID	Affix	Attributes	Magic Only	alvl	rlvl	freq	group	Changes
Chests	CHEST		Shaman's	+1 to Druid Skill Levels		36	27	1	125	new
Chests	CHEST		Magekiller's	+1 to Assassin Skills		36	27	1	125	new
Chests	CHEST		Blood Letting	+1 Life after each Kill		13-53	12	3	200	new
Chests	CHEST		Murderous	+[2-5] Life after each Kill		51	44	1	200	new
Chests	CHEST		Blood Sucking	+[1-3] Life after each Kill		32	26	2	200	new
Non-class Shields	SHIELD AND !CLASS	143/144	Sturdy	+[20-30]% Enhanced Defense		1-41	3	14	101	added max alvl, increased frequency
Non-class Shields	SHIELD AND !CLASS	145	Strong	+[31-40]% Enhanced Defense		9-49	6	12	101	added max alvl, increased frequency
Non-class Shields	SHIELD AND !CLASS	146	Glorious	+[41-50]% Enhanced Defense		19-59	14	12	101	added max alvl, increased frequency
Non-class Shields	SHIELD AND !CLASS	147	Blessed	+[51-65]% Enhanced Defense		25	18	11	101	increased frequency
Non-class Shields	SHIELD AND !CLASS	148	Saintly	+[66-80]% Enhanced Defense		31	23	11	101	increased frequency
Non-class Shields	SHIELD AND !CLASS	149	Holy	+[81-100]% Enhanced Defense		36	27	9	101	increased frequency
Non-class Shields	SHIELD AND !CLASS	150	Godly	+[101-200]% Enhanced Defense		45	38	6	101	was 1, increased frequency
Non-class Shields	SHIELD AND !CLASS	520	Faithful (Paleoscene)	+[0-49] Defense (+0.5 per Level)		30	22	3	101	
Non-class Shields	SHIELD AND !CLASS	757	Supporting	+[10-20]% Enhanced Damage		25	18	2	105	new
Non-class Shields	SHIELD AND !CLASS	758	Reinforcing	+[20-40]% Enhanced Damage		35	28	2	105	new
Non-class Shields	SHIELD AND !CLASS	759	Empowering	+[40-60]% Enhanced Damage		45	38	2	105	new
Non-class Shields	SHIELD AND !CLASS	760	Bolstering	+[60-80]% Enhanced Damage		55	48	2	105	new
Non-class Shields	SHIELD AND !CLASS	761	Fortifying	+[80-120]% Enhanced Damage		65	58	2	105	new
Non-class Shields	SHIELD AND !CLASS	762	Embattled	+[120-160]% Enhanced Damage		75	68	2	105	new
Non-class Shields	SHIELD AND !CLASS	199	Vulpine	[7-12]% Damage Taken Gained as Mana when Hit		9-49	6	3	107	added max alvl
Non-class Shields	SHIELD AND !CLASS	266	Glimmering	+1 to Light Radius		1-41	1	1	112	added max alvl
Non-class Shields	SHIELD AND !CLASS	267	Glowing	+2 to Light Radius		6-46	4	1	112	added max alvl
Non-class Shields	SHIELD AND !CLASS		Lizard's	+[1-2] to Mana		1-2	1	4	115	
Non-class Shields	SHIELD AND !CLASS		Lizard's	+[3-5] to Mana		3-43	2	4	115	added max alvl
Non-class Shields	SHIELD AND !CLASS		Snake's	+[5-10] to Mana		6-46	4	4	115	added max alvl, added Quiver
Non-class Shields	SHIELD AND !CLASS		Serpent's	+[11-20] to Mana		14-54	10	3	115	split off Belt, Ring, Amulet, added max alvl
Non-class Shields	SHIELD AND !CLASS	311	Wyrm's	+[41-60] to Mana		30	22	2	115	added chest & shield
Non-class Shields	SHIELD AND !CLASS	312	Great Wyrm's	+[61-90] to Mana		37	29	2	115	added chest & shield
Non-class Shields	SHIELD AND !CLASS	323	Shimmering	All Resistances +[3-7]		6-46	4	5	116	added max alvl, added Chest
Non-class Shields	SHIELD AND !CLASS	324	Rainbow	All Resistances +[8-11]		18	13	5	116	added Chest
Non-class Shields	SHIELD AND !CLASS	325	Scintillating	All Resistances +[12-15]		28	21	5	116	added Chest
Non-class Shields	SHIELD AND !CLASS	326	Prismatic	All Resistances +[16-20]		39	31	4	116	added Chest
Non-class Shields	SHIELD AND !CLASS	327	Chromatic	All Resistances +[21-30]		50	42	4	116	was 1, added Chest & Helm
Non-class Shields	SHIELD AND !CLASS		Azure	Cold Resist +5%		1-4	1	3	117	
Non-class Shields	SHIELD AND !CLASS		Azure	Cold Resist +[5-10]%		5-45	3	2	117	added max alvl, added Quiver
Non-class Shields	SHIELD AND !CLASS		Lapis	Cold Resist +[11-20]%		12	9	4	117	added Quiver
Non-class Shields	SHIELD AND !CLASS		Cobalt	Cold Resist +[21-30]%		18	13	3	117	added Quiver
Non-class Shields	SHIELD AND !CLASS	355	Sapphire	Cold Resist +[31-40]%		25	18	3	117	added Chest, Helm & Shield
Non-class Shields	SHIELD AND !CLASS		Crimson	Fire Resist +5%		1-4	1	3	118	
Non-class Shields	SHIELD AND !CLASS		Crimson	Fire Resist +[5-10]%		5-45	3	4	118	added max alvl, added Quiver
Non-class Shields	SHIELD AND !CLASS		Russet	Fire Resist +[11-20]%		12	9	4	118	added Quiver
Non-class Shields	SHIELD AND !CLASS		Garnet	Fire Resist +[21-30]%		18	13	3	118	added Quiver
Non-class Shields	SHIELD AND !CLASS	374	Ruby	Fire Resist +[31-40]%		25	18	3	118	added Chest, Helm & Shield
Non-class Shields	SHIELD AND !CLASS		Tangerine	Lightning Resist +5%		1-4	1	3	119	
Non-class Shields	SHIELD AND !CLASS		Tangerine	Lightning Resist +[5-10]%		5-45	3	4	119	added max alvl, added Quiver
Non-class Shields	SHIELD AND !CLASS		Ocher	Lightning Resist +[11-20]%		12	9	4	119	added Quiver
Non-class Shields	SHIELD AND !CLASS		Coral	Lightning Resist +[21-30]%		18	13	3	119	added Quiver
Non-class Shields	SHIELD AND !CLASS	394	Amber	Lightning Resist +[31-40]%		25	18	3	119	added Chest, Helm & Shield
Non-class Shields	SHIELD AND !CLASS		Beryl	Poison Resist +5%		1-4	1	3	120	
Non-class Shields	SHIELD AND !CLASS		Beryl	Poison Resist +[5-10]%		5-45	3	4	120	added max alvl, added Quiver
Non-class Shields	SHIELD AND !CLASS		Viridian	Poison Resist +[11-20]%		12	9	4	120	added Quiver
Non-class Shields	SHIELD AND !CLASS		Jade	Poison Resist +[21-30]%		18	13	3	120	added Quiver
Non-class Shields	SHIELD AND !CLASS	414	Emerald	Poison Resist +[31-40]%		25	18	3	120	added Chest, Helm & Shield
Non-class Shields	SHIELD AND !CLASS		Triumphant	+1 to Mana after each Kill		3-43	2	4	121	added max alvl, added Chest, Helm, Shield, Quiver
Non-class Shields	SHIELD AND !CLASS		Aureolic	+[1-3] to Mana after each Kill		12	9	4	121	new*
Non-class Shields	SHIELD AND !CLASS		Victorious	+[2-5] to Mana after each Kill		17	12	4	121	added Chest, Helm, Shield, Quiver
Non-class Shields	SHIELD AND !CLASS		Mechanist's	Socketed ([1-2])		10	7	3	122	
Non-class Shields	SHIELD AND !CLASS		Artisan's	Socketed (3)		33	25	2	122	new
Non-class Shields	SHIELD AND !CLASS		Artisan's	Socketed (3)	1	33	25	2	122	new
Non-class Shields	SHIELD AND !CLASS		Artisan's	Socketed (3)	1	33	25	2	122	
Non-class Shields	SHIELD AND !CLASS		Jeweler's	Socketed (4)	1	55	47	1	122	
Non-class Shields	SHIELD AND !CLASS		Maiden's	+1 to Amazon Skill Levels		36	27	1	125	new
Non-class Shields	SHIELD AND !CLASS		Angel's	+1 to Sorceress Skill Levels		36	27	1	125	new
Non-class Shields	SHIELD AND !CLASS		Summoner's	+1 to Necromancer Skill Levels		36	27	1	125	new
Non-class Shields	SHIELD AND !CLASS		Monk's	+1 to Paladin Skill Levels		36	27	1	125	new
Non-class Shields	SHIELD AND !CLASS		Monk's	+1 to Paladin Skill Levels		35	27	4	125	
Non-class Shields	SHIELD AND !CLASS		Priest's	+2 to Paladin Skill Levels		65	58	2	125	
Non-class Shields	SHIELD AND !CLASS		Lion Branded	+1 to Combat Skills (Paladin Only)		20	15	1	125	
Non-class Shields	SHIELD AND !CLASS		Hawk Branded	+2 to Combat Skills (Paladin Only)		40	30	1	125	
Non-class Shields	SHIELD AND !CLASS		Rose Branded	+3 to Combat Skills (Paladin Only)	1	60	45	1	125	
Non-class Shields	SHIELD AND !CLASS		Captain's	+1 to Offensive Auras (Paladin Only)		20	15	1	125	
Non-class Shields	SHIELD AND !CLASS		Commander's	+2 to Offensive Auras (Paladin Only)		40	30	1	125	
Non-class Shields	SHIELD AND !CLASS		Marshal's	+3 to Offensive Auras (Paladin Only)	1	60	45	1	125	
Non-class Shields	SHIELD AND !CLASS		Preserver's	+1 to Defensive Auras (Paladin Only)		20	15	1	125	
Non-class Shields	SHIELD AND !CLASS		Warder's	+2 to Defensive Auras (Paladin Only)		40	30	1	125	
Non-class Shields	SHIELD AND !CLASS		Guardian's	+3 to Defensive Auras (Paladin Only)	1	60	45	1	125	
Non-class Shields	SHIELD AND !CLASS		Slayer's	+1 to Barbarian Skill Levels		36	27	1	125	new
Non-class Shields	SHIELD AND !CLASS		Shaman's	+1 to Druid Skill Levels		36	27	1	125	new
Non-class Shields	SHIELD AND !CLASS		Magekiller's	+1 to Assassin Skills		36	27	1	125	new
Non-class Shields	SHIELD AND !CLASS		Blood Letting	+1 Life after each Kill		13-53	12	3	200	new
Non-class Shields	SHIELD AND !CLASS		Murderous	+[2-5] Life after each Kill		51	44	1	200	new
Non-class Shields	SHIELD AND !CLASS		Blood Sucking	+[1-3] Life after each Kill		32	26	2	200	new
Non-class Shields	SHIELD AND !CLASS	891	Tricky	[13-20]% damage taken goes to mana		29	21	3	107	new
Non-class Shields	SHIELD AND !CLASS	892	Devious	[21-30]% damage taken goes to mana		49	41	3	107	new
Paladin Shields	DIN	143/144	Sturdy	+[20-30]% Enhanced Defense		1-41	3	14	101	added max alvl, increased frequency
Paladin Shields	DIN	145	Strong	+[31-40]% Enhanced Defense		9-49	6	12	101	added max alvl, increased frequency
Paladin Shields	DIN	146	Glorious	+[41-50]% Enhanced Defense		19-59	14	12	101	added max alvl, increased frequency
Paladin Shields	DIN	147	Blessed	+[51-65]% Enhanced Defense		25	18	11	101	increased frequency
Paladin Shields	DIN	148	Saintly	+[66-80]% Enhanced Defense		31	23	11	101	increased frequency
Paladin Shields	DIN	149	Holy	+[81-100]% Enhanced Defense		36	27	9	101	increased frequency
Paladin Shields	DIN	150	Godly	+[101-200]% Enhanced Defense		45	38	6	101	was 1, increased frequency
Paladin Shields	DIN	520	Faithful (Paleoscene)	+[0-49] Defense (+0.5 per Level)		30	22	3	101	
Paladin Shields	DIN	757	Supporting	+[10-20]% Enhanced Damage		25	18	2	105	new
Paladin Shields	DIN	758	Reinforcing	+[20-40]% Enhanced Damage		35	28	2	105	new
Paladin Shields	DIN	759	Empowering	+[40-60]% Enhanced Damage		45	38	2	105	new
Paladin Shields	DIN	760	Bolstering	+[60-80]% Enhanced Damage		55	48	2	105	new
Paladin Shields	DIN	761	Fortifying	+[80-120]% Enhanced Damage		65	58	2	105	new
Paladin Shields	DIN	762	Embattled	+[120-160]% Enhanced Damage		75	68	2	105	new
Paladin Shields	DIN	199	Vulpine	[7-12]% Damage Taken Gained as Mana when Hit		9-49	6	3	107	added max alvl
Paladin Shields	DIN	266	Glimmering	+1 to Light Radius		1-41	1	1	112	added max alvl
Paladin Shields	DIN	267	Glowing	+2 to Light Radius		6-46	4	1	112	added max alvl
Paladin Shields	DIN		Lizard's	+[1-2] to Mana		1-2	1	4	115	
Paladin Shields	DIN		Lizard's	+[3-5] to Mana		3-43	2	4	115	added max alvl
Paladin Shields	DIN		Snake's	+[5-10] to Mana		6-46	4	4	115	added max alvl, added Quiver
Paladin Shields	DIN		Serpent's	+[11-20] to Mana		14-54	10	3	115	split off Belt, Ring, Amulet, added max alvl
Paladin Shields	DIN	311	Wyrm's	+[41-60] to Mana		30	22	2	115	added chest & shield
Paladin Shields	DIN	312	Great Wyrm's	+[61-90] to Mana		37	29	2	115	added chest & shield
Paladin Shields	DIN	323	Shimmering	All Resistances +[3-7]		6-46	4	5	116	added max alvl, added Chest
Paladin Shields	DIN	324	Rainbow	All Resistances +[8-11]		18	13	5	116	added Chest
Paladin Shields	DIN	325	Scintillating	All Resistances +[12-15]		28	21	5	116	added Chest
Paladin Shields	DIN	326	Prismatic	All Resistances +[16-20]		39	31	4	116	added Chest
Paladin Shields	DIN	327	Chromatic	All Resistances +[21-30]		50	42	4	116	was 1, added Chest & Helm
Paladin Shields	DIN		Azure	Cold Resist +5%		1-4	1	3	117	
Paladin Shields	DIN		Azure	Cold Resist +[5-10]%		5-45	3	2	117	added max alvl, added Quiver
Paladin Shields	DIN		Lapis	Cold Resist +[11-20]%		12	9	4	117	added Quiver
Paladin Shields	DIN		Cobalt	Cold Resist +[21-30]%		18	13	3	117	added Quiver
Paladin Shields	DIN	355	Sapphire	Cold Resist +[31-40]%		25	18	3	117	added Chest, Helm & Shield
Paladin Shields	DIN		Crimson	Fire Resist +5%		1-4	1	3	118	
Paladin Shields	DIN		Crimson	Fire Resist +[5-10]%		5-45	3	4	118	added max alvl, added Quiver
Paladin Shields	DIN		Russet	Fire Resist +[11-20]%		12	9	4	118	added Quiver
Paladin Shields	DIN		Garnet	Fire Resist +[21-30]%		18	13	3	118	added Quiver
Paladin Shields	DIN	374	Ruby	Fire Resist +[31-40]%		25	18	3	118	added Chest, Helm & Shield
Paladin Shields	DIN		Tangerine	Lightning Resist +5%		1-4	1	3	119	
Paladin Shields	DIN		Tangerine	Lightning Resist +[5-10]%		5-45	3	4	119	added max alvl, added Quiver
Paladin Shields	DIN		Ocher	Lightning Resist +[11-20]%		12	9	4	119	added Quiver
Paladin Shields	DIN		Coral	Lightning Resist +[21-30]%		18	13	3	119	added Quiver
Paladin Shields	DIN	394	Amber	Lightning Resist +[31-40]%		25	18	3	119	added Chest, Helm & Shield
Paladin Shields	DIN		Beryl	Poison Resist +5%		1-4	1	3	120	
Paladin Shields	DIN		Beryl	Poison Resist +[5-10]%		5-45	3	4	120	added max alvl, added Quiver
Paladin Shields	DIN		Viridian	Poison Resist +[11-20]%		12	9	4	120	added Quiver
Paladin Shields	DIN		Jade	Poison Resist +[21-30]%		18	13	3	120	added Quiver
Paladin Shields	DIN	414	Emerald	Poison Resist +[31-40]%		25	18	3	120	added Chest, Helm & Shield
Paladin Shields	DIN		Triumphant	+1 to Mana after each Kill		3-43	2	4	121	added max alvl, added Chest, Helm, Shield, Quiver
Paladin Shields	DIN		Aureolic	+[1-3] to Mana after each Kill		12	9	4	121	new*
Paladin Shields	DIN		Victorious	+[2-5] to Mana after each Kill		17	12	4	121	added Chest, Helm, Shield, Quiver
Paladin Shields	DIN		Mechanist's	Socketed ([1-2])		10	7	3	122	
Paladin Shields	DIN		Artisan's	Socketed (3)		33	25	2	122	new
Paladin Shields	DIN		Artisan's	Socketed (3)	1	33	25	2	122	new
Paladin Shields	DIN		Artisan's	Socketed (3)	1	33	25	2	122	
Paladin Shields	DIN		Jeweler's	Socketed (4)	1	55	47	1	122	
Paladin Shields	DIN		Monk's	+1 to Paladin Skill Levels		36	27	1	125	new
Paladin Shields	DIN		Monk's	+1 to Paladin Skill Levels		30	22	4	125	
Paladin Shields	DIN		Monk's	+1 to Paladin Skill Levels		35	27	4	125	
Paladin Shields	DIN		Priest's	+2 to Paladin Skill Levels		50	42	2	125	
Paladin Shields	DIN		Priest's	+2 to Paladin Skill Levels		65	58	2	125	
Paladin Shields	DIN		Lion Branded	+1 to Combat Skills (Paladin Only)		20	15	1	125	
Paladin Shields	DIN		Hawk Branded	+2 to Combat Skills (Paladin Only)		40	30	1	125	
Paladin Shields	DIN		Rose Branded	+3 to Combat Skills (Paladin Only)	1	60	45	1	125	
Paladin Shields	DIN		Captain's	+1 to Offensive Auras (Paladin Only)		20	15	1	125	
Paladin Shields	DIN		Commander's	+2 to Offensive Auras (Paladin Only)		40	30	1	125	
Paladin Shields	DIN		Marshal's	+3 to Offensive Auras (Paladin Only)	1	60	45	1	125	
Paladin Shields	DIN		Preserver's	+1 to Defensive Auras (Paladin Only)		20	15	1	125	
Paladin Shields	DIN		Warder's	+2 to Defensive Auras (Paladin Only)		40	30	1	125	
Paladin Shields	DIN		Guardian's	+3 to Defensive Auras (Paladin Only)	1	60	45	1	125	
Paladin Shields	DIN		Blood Letting	+1 Life after each Kill		13-53	12	3	200	new
Paladin Shields	DIN		Murderous	+[2-5] Life after each Kill		51	44	1	200	new
Paladin Shields	DIN		Blood Sucking	+[1-3] Life after each Kill		32	26	2	200	new
Paladin Shields	DIN	891	Tricky	[13-20]% damage taken goes to mana		29	21	3	107	new
Paladin Shields	DIN	892	Devious	[21-30]% damage taken goes to mana		49	41	3	107	new
Necromancer Shields	NEC	143/144	Sturdy	+[20-30]% Enhanced Defense		1-41	3	14	101	added max alvl, increased frequency
Necromancer Shields	NEC	145	Strong	+[31-40]% Enhanced Defense		9-49	6	12	101	added max alvl, increased frequency
Necromancer Shields	NEC	146	Glorious	+[41-50]% Enhanced Defense		19-59	14	12	101	added max alvl, increased frequency
Necromancer Shields	NEC	147	Blessed	+[51-65]% Enhanced Defense		25	18	11	101	increased frequency
Necromancer Shields	NEC	148	Saintly	+[66-80]% Enhanced Defense		31	23	11	101	increased frequency
Necromancer Shields	NEC	149	Holy	+[81-100]% Enhanced Defense		36	27	9	101	increased frequency
Necromancer Shields	NEC	150	Godly	+[101-200]% Enhanced Defense		45	38	6	101	was 1, increased frequency
Necromancer Shields	NEC	520	Faithful (Paleoscene)	+[0-49] Defense (+0.5 per Level)		30	22	3	101	
Necromancer Shields	NEC	757	Supporting	+[10-20]% Enhanced Damage		25	18	2	105	new
Necromancer Shields	NEC	758	Reinforcing	+[20-40]% Enhanced Damage		35	28	2	105	new
Necromancer Shields	NEC	759	Empowering	+[40-60]% Enhanced Damage		45	38	2	105	new
Necromancer Shields	NEC	760	Bolstering	+[60-80]% Enhanced Damage		55	48	2	105	new
Necromancer Shields	NEC	761	Fortifying	+[80-120]% Enhanced Damage		65	58	2	105	new
Necromancer Shields	NEC	762	Embattled	+[120-160]% Enhanced Damage		75	68	2	105	new
Necromancer Shields	NEC	199	Vulpine	[7-12]% Damage Taken Gained as Mana when Hit		9-49	6	3	107	added max alvl
Necromancer Shields	NEC	266	Glimmering	+1 to Light Radius		1-41	1	1	112	added max alvl
Necromancer Shields	NEC	267	Glowing	+2 to Light Radius		6-46	4	1	112	added max alvl
Necromancer Shields	NEC		Lizard's	+[1-2] to Mana		1-2	1	4	115	
Necromancer Shields	NEC		Lizard's	+[3-5] to Mana		3-43	2	4	115	added max alvl
Necromancer Shields	NEC		Snake's	+[5-10] to Mana		6-46	4	4	115	added max alvl, added Quiver
Necromancer Shields	NEC		Serpent's	+[11-20] to Mana		14-54	10	3	115	split off Belt, Ring, Amulet, added max alvl
Necromancer Shields	NEC	311	Wyrm's	+[41-60] to Mana		30	22	2	115	added chest & shield
Necromancer Shields	NEC	312	Great Wyrm's	+[61-90] to Mana		37	29	2	115	added chest & shield
Necromancer Shields	NEC	323	Shimmering	All Resistances +[3-7]		6-46	4	5	116	added max alvl, added Chest
Necromancer Shields	NEC	324	Rainbow	All Resistances +[8-11]		18	13	5	116	added Chest
Necromancer Shields	NEC	325	Scintillating	All Resistances +[12-15]		28	21	5	116	added Chest
Necromancer Shields	NEC	326	Prismatic	All Resistances +[16-20]		39	31	4	116	added Chest
Necromancer Shields	NEC	327	Chromatic	All Resistances +[21-30]		50	42	4	116	was 1, added Chest & Helm
Necromancer Shields	NEC		Azure	Cold Resist +5%		1-4	1	3	117	
Necromancer Shields	NEC		Azure	Cold Resist +[5-10]%		5-45	3	2	117	added max alvl, added Quiver
Necromancer Shields	NEC		Lapis	Cold Resist +[11-20]%		12	9	4	117	added Quiver
Necromancer Shields	NEC		Cobalt	Cold Resist +[21-30]%		18	13	3	117	added Quiver
Necromancer Shields	NEC	355	Sapphire	Cold Resist +[31-40]%		25	18	3	117	added Chest, Helm & Shield
Necromancer Shields	NEC		Crimson	Fire Resist +5%		1-4	1	3	118	
Necromancer Shields	NEC		Crimson	Fire Resist +[5-10]%		5-45	3	4	118	added max alvl, added Quiver
Necromancer Shields	NEC		Russet	Fire Resist +[11-20]%		12	9	4	118	added Quiver
Necromancer Shields	NEC		Garnet	Fire Resist +[21-30]%		18	13	3	118	added Quiver
Necromancer Shields	NEC	374	Ruby	Fire Resist +[31-40]%		25	18	3	118	added Chest, Helm & Shield
Necromancer Shields	NEC		Tangerine	Lightning Resist +5%		1-4	1	3	119	
Necromancer Shields	NEC		Tangerine	Lightning Resist +[5-10]%		5-45	3	4	119	added max alvl, added Quiver
Necromancer Shields	NEC		Ocher	Lightning Resist +[11-20]%		12	9	4	119	added Quiver
Necromancer Shields	NEC		Coral	Lightning Resist +[21-30]%		18	13	3	119	added Quiver
Necromancer Shields	NEC	394	Amber	Lightning Resist +[31-40]%		25	18	3	119	added Chest, Helm & Shield
Necromancer Shields	NEC		Beryl	Poison Resist +5%		1-4	1	3	120	
Necromancer Shields	NEC		Beryl	Poison Resist +[5-10]%		5-45	3	4	120	added max alvl, added Quiver
Necromancer Shields	NEC		Viridian	Poison Resist +[11-20]%		12	9	4	120	added Quiver
Necromancer Shields	NEC		Jade	Poison Resist +[21-30]%		18	13	3	120	added Quiver
Necromancer Shields	NEC	414	Emerald	Poison Resist +[31-40]%		25	18	3	120	added Chest, Helm & Shield
Necromancer Shields	NEC		Triumphant	+1 to Mana after each Kill		3-43	2	4	121	added max alvl, added Chest, Helm, Shield, Quiver
Necromancer Shields	NEC		Aureolic	+[1-3] to Mana after each Kill		12	9	4	121	new*
Necromancer Shields	NEC		Victorious	+[2-5] to Mana after each Kill		17	12	4	121	added Chest, Helm, Shield, Quiver
Necromancer Shields	NEC		Mechanist's	Socketed ([1-2])		10	7	3	122	
Necromancer Shields	NEC		Artisan's	Socketed (3)		33	25	2	122	new
Necromancer Shields	NEC		Artisan's	Socketed (3)	1	33	25	2	122	new
Necromancer Shields	NEC		Artisan's	Socketed (3)	1	33	25	2	122	
Necromancer Shields	NEC		Jeweler's	Socketed (4)	1	55	47	1	122	
Necromancer Shields	NEC		Summoner's	+1 to Necromancer Skill Levels		36	27	1	125	new
Necromancer Shields	NEC		Summoner's	+1 to Necromancer Skill Levels		30	22	4	125	removed Throwing Knife
Necromancer Shields	NEC		Necromancer's	+2 to Necromancer Skill Levels		50	42	2	125	removed Throwing Knife
Necromancer Shields	NEC		Hexing	+1 to Curses (Necromancer Only)		20	15	1	125	
Necromancer Shields	NEC		Blighting	+2 to Curses (Necromancer Only)		40	30	1	125	
Necromancer Shields	NEC		Accursed	+3 to Curses (Necromancer Only)	1	60	45	1	125	
Necromancer Shields	NEC		Fungal	+1 to Poison and Bone Spells (Necromancer Only)		20	15	1	125	
Necromancer Shields	NEC		Noxious	+2 to Poison and Bone Spells (Necromancer Only)		40	30	1	125	
Necromancer Shields	NEC		Venomous	+3 to Poison and Bone Spells (Necromancer Only)	1	60	45	1	125	
Necromancer Shields	NEC		Graverobber's	+1 to Summoning Spells (Necromancer Only)		20	15	1	125	
Necromancer Shields	NEC		Vodoun	+2 to Summoning Spells (Necromancer Only)		40	30	1	125	
Necromancer Shields	NEC		Golemlord's	+3 to Summoning Spells (Necromancer Only)	1	60	45	1	125	
Necromancer Shields	NEC		Blood Letting	+1 Life after each Kill		13-53	12	3	200	new
Necromancer Shields	NEC		Murderous	+[2-5] Life after each Kill		51	44	1	200	new
Necromancer Shields	NEC		Blood Sucking	+[1-3] Life after each Kill		32	26	2	200	new
Necromancer Shields	NEC	891	Tricky	[13-20]% damage taken goes to mana		29	21	3	107	new
Necromancer Shields	NEC	892	Devious	[21-30]% damage taken goes to mana		49	41	3	107	new
